id,name,gender,birth_country,total_country_wins,award_year,category,age_at_award
461,Günter Blobel,male,Germany,78,1999,The Nobel Prize in Physiology or Medicine,63
676,Günter Grass,male,Free City of Danzig,1,1999,The Nobel Prize in Literature,72
17,Nils Gustaf Dalén,male,Sweden,30,1912,The Nobel Prize in Physics,43
31,Gustav Ludwig Hertz,male,Germany,78,1925,The Nobel Prize in Physics,38
491,Gustav Stresemann,male,Germany,78,1926,The Nobel Peace Prize,48
777,H. David Politzer,male,USA,298,2004,The Nobel Prize in Physics,55
389,Har Gobind Khorana,male,India,10,1968,The Nobel Prize in Physiology or Medicine,46
751,H. Robert Horvitz,male,USA,298,2002,The Nobel Prize in Physiology or Medicine,55
626,Halldór Kiljan Laxness,male,Iceland,1,1955,The Nobel Prize in Literature,53
416,Hamilton O. Smith,male,USA,298,1978,The Nobel Prize in Physiology or Medicine,47
1042,Han Kang,female,South Korea,1,2024,The Nobel Prize in Literature,54
91,Hannes Olof Gösta Alfvén,male,Sweden,30,1970,The Nobel Prize in Physics,62
88,Hans Albrecht Bethe,male,Germany,78,1967,The Nobel Prize in Physics,61
188,Hans Fischer,male,Germany,78,1930,The Nobel Prize in Chemistry,49
136,Hans G. Dehmelt,male,Prussia,13,1989,The Nobel Prize in Physics,67
354,Hans Adolf Krebs,male,Germany,78,1953,The Nobel Prize in Physiology or Medicine,53
329,Hans Spemann,male,Württemberg,1,1935,The Nobel Prize in Physiology or Medicine,66
187,Hans Karl August Simon von Euler-Chelpin,male,Germany,78,1929,The Nobel Prize in Chemistry,56
823,Harald zur Hausen,male,Germany,78,2008,The Nobel Prize in Physiology or Medicine,72
192,Harold Clayton Urey,male,USA,298,1934,The Nobel Prize in Chemistry,41
441,Harold E. Varmus,male,USA,298,1989,The Nobel Prize in Physiology or Medicine,50
801,Harold Pinter,male,United Kingdom,94,2005,The Nobel Prize in Literature,75
704,Harry M. Markowitz,male,USA,298,1990,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,63
650,Harry Martinson,male,Sweden,30,1974,The Nobel Prize in Literature,70
272,Hartmut Michel,male,West Germany,4,1988,The Nobel Prize in Chemistry,40
985,Harvey J. Alter,male,USA,298,2020,The Nobel Prize in Physiology or Medicine,85
18,Heike Kamerlingh Onnes,male,the Netherlands,20,1913,The Nobel Prize in Physics,60
647,Heinrich Böll,male,Germany,78,1972,The Nobel Prize in Literature,55
129,Heinrich Rohrer,male,Switzerland,19,1986,The Nobel Prize in Physics,53
184,Heinrich Otto Wieland,male,Germany,78,1927,The Nobel Prize in Chemistry,50
2,Hendrik Antoon Lorentz,male,the Netherlands,20,1902,The Nobel Prize in Physics,49
4,Antoine Henri Becquerel,male,France,60,1903,The Nobel Prize in Physics,51
600,Henri Bergson,male,France,60,1927,The Nobel Prize in Literature,68
481,Henri La Fontaine,male,Belgium,8,1913,The Nobel Peace Prize,59
165,Henri Moissan,male,France,60,1906,The Nobel Prize in Chemistry,54
335,Henrik Carl Peter Dam,male,Denmark,12,1943,The Nobel Prize in Physiology or Medicine,48
587,Henrik Pontoppidan,male,Denmark,12,1917,The Nobel Prize in Literature,60
462,Jean Henry Dunant,male,Switzerland,19,1901,The Nobel Peace Prize,73
530,Henry Alfred Kissinger,male,Germany,78,1973,The Nobel Peace Prize,50
260,Henry Taube,male,Canada,22,1983,The Nobel Prize in Chemistry,68
139,Henry W. Kendall,male,USA,298,1990,The Nobel Prize in Physics,64
575,Henryk Sienkiewicz,male,Poland,8,1905,The Nobel Prize in Literature,59
262,Herbert A. Hauptman,male,USA,298,1985,The Nobel Prize in Chemistry,68
252,Herbert C. Brown,male,United Kingdom,94,1979,The Nobel Prize in Chemistry,67
727,Herbert Kroemer,male,Germany,78,2000,The Nobel Prize in Physics,72
338,Herbert Spencer Gasser,male,USA,298,1944,The Nobel Prize in Physiology or Medicine,56
691,Herbert A. Simon,male,USA,298,1978,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,62
617,Hermann Hesse,male,Germany,78,1946,The Nobel Prize in Literature,69
342,Hermann Joseph Muller,male,USA,298,1946,The Nobel Prize in Physiology or Medicine,56
216,Hermann Staudinger,male,Germany,78,1953,The Nobel Prize in Chemistry,72
844,Herta Müller,female,Romania,4,2009,The Nobel Prize in Literature,56
731,Hideki Shirakawa,male,Japan,27,2000,The Nobel Prize in Chemistry,64
54,Hideki Yukawa,male,Japan,27,1949,The Nobel Prize in Physics,42
907,Hiroshi Amano,male,Japan,27,2014,The Nobel Prize in Physics,54
485,Karl Hjalmar Branting,male,Sweden,30,1921,The Nobel Peace Prize,61
156,Horst L. Störmer,male,West Germany,4,1998,The Nobel Prize in Physics,49
408,Howard Martin Temin,male,USA,298,1975,The Nobel Prize in Physiology or Medicine,41
359,Axel Hugo Theodor Theorell,male,Sweden,30,1955,The Nobel Prize in Physiology or Medicine,52
71,Igor Yevgenyevich Tamm,male,Russia,18,1958,The Nobel Prize in Physics,63
721,Il´ja Mikhailovich Frank,male,Russia,18,1958,The Nobel Prize in Physics,50
301,Ilya Ilyich Mechnikov,male,Russian Empire,16,1908,The Nobel Prize in Physiology or Medicine,63
250,Ilya Romanovich Prigogine,male,Russia,18,1977,The Nobel Prize in Chemistry,60
761,Imre Kertész,male,Hungary,10,2002,The Nobel Prize in Literature,73
467,NA,NA,NA,NA,1904,The Nobel Peace Prize,NA
818,NA,NA,NA,NA,2007,The Nobel Peace Prize,NA
797,NA,NA,NA,NA,2005,The Nobel Peace Prize,NA
948,NA,NA,NA,NA,2017,The Nobel Peace Prize,NA
564,NA,NA,NA,NA,1997,The Nobel Peace Prize,NA
482,NA,NA,NA,NA,1917,The Nobel Peace Prize,NA
482,NA,NA,NA,NA,1944,The Nobel Peace Prize,NA
482,NA,NA,NA,NA,1963,The Nobel Peace Prize,NA
527,NA,NA,NA,NA,1969,The Nobel Peace Prize,NA
547,NA,NA,NA,NA,1985,The Nobel Peace Prize,NA
194,Irène Joliot-Curie,female,France,60,1935,The Nobel Prize in Chemistry,38
191,Irving Langmuir,male,USA,298,1932,The Nobel Prize in Chemistry,51
781,Irwin Rose,male,USA,298,2004,The Nobel Prize in Chemistry,78
654,Isaac Bashevis Singer,male,Russian Empire,16,1978,The Nobel Prize in Literature,74
906,Isamu Akasaki,male,Japan,27,2014,The Nobel Prize in Physics,85
49,Isidor Isaac Rabi,male,Austria-Hungary,13,1944,The Nobel Prize in Physics,46
606,Ivan Alekseyevich Bunin,male,Russia,18,1933,The Nobel Prize in Literature,63
296,Ivan Petrovich Pavlov,male,Russia,18,1904,The Nobel Prize in Physiology or Medicine,55
98,Ivar Giaever,male,Norway,13,1973,The Nobel Prize in Physics,44
633,Ivo Andrić,male,Bosnia,1,1961,The Nobel Prize in Literature,69
130,J. Georg Bednorz,male,West Germany,4,1987,The Nobel Prize in Physics,37
80,J. Hans D. Jensen,male,Germany,78,1963,The Nobel Prize in Physics,56
763,John M. Coetzee,male,South Africa,9,2003,The Nobel Prize in Literature,63
440,J. Michael Bishop,male,USA,298,1989,The Nobel Prize in Physiology or Medicine,53
930,J. Michael Kosterlitz,male,United Kingdom,94,2016,The Nobel Prize in Physics,73
790,J. Robin Warren,male,Australia,10,2005,The Nobel Prize in Physiology or Medicine,68
10,Joseph John Thomson,male,United Kingdom,94,1906,The Nobel Prize in Physics,50
592,Jacinto Benavente,male,Spain,7,1922,The Nobel Prize in Literature,56
728,Jack S. Kilby,male,USA,298,2000,The Nobel Prize in Physics,77
134,Jack Steinberger,male,Germany,78,1988,The Nobel Prize in Physics,67
837,Jack W. Szostak,male,United Kingdom,94,2009,The Nobel Prize in Physiology or Medicine,57
160,Jacobus Henricus van 't Hoff,male,the Netherlands,20,1901,The Nobel Prize in Chemistry,49
944,Jacques Dubochet,male,Switzerland,19,2017,The Nobel Prize in Chemistry,75
382,Jacques Monod,male,France,60,1965,The Nobel Prize in Physiology or Medicine,55
715,James A. Mirrlees,male,Scotland,11,1996,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,60
1046,James A. Robinson,male,NA,NA,2024,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,64
204,James Batcheller Sumner,male,USA,298,1946,The Nobel Prize in Chemistry,59
41,James Chadwick,male,United Kingdom,94,1935,The Nobel Prize in Physics,44
116,James Watson Cronin,male,USA,298,1980,The Nobel Prize in Physics,49
690,James E. Meade,male,United Kingdom,94,1977,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,70
884,James E. Rothman,male,USA,298,2013,The Nobel Prize in Physiology or Medicine,63
30,James Franck,male,Germany,78,1925,The Nobel Prize in Physics,43
732,James J. Heckman,male,USA,298,2000,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,56
700,James M. Buchanan Jr.,male,USA,298,1986,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,67
958,James P. Allison,male,USA,298,2018,The Nobel Prize in Physiology or Medicine,70
973,James Peebles,male,Canada,22,2019,The Nobel Prize in Physics,84
104,Leo James Rainwater,male,USA,298,1975,The Nobel Prize in Physics,58
695,James Tobin,male,USA,298,1981,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,63
373,James Dewey Watson,male,USA,298,1962,The Nobel Prize in Physiology or Medicine,34
678,Jan Tinbergen,male,the Netherlands,20,1969,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,66
496,Jane Addams,female,USA,298,1931,The Nobel Peace Prize,71
223,Jaroslav Heyrovsky,male,Austria-Hungary,13,1959,The Nobel Prize in Chemistry,69
661,Jaroslav Seifert,male,Austria-Hungary,13,1984,The Nobel Prize in Literature,83
32,Jean Baptiste Perrin,male,France,60,1926,The Nobel Prize in Physics,56
420,Jean Dausset,male,France,60,1980,The Nobel Prize in Physiology or Medicine,64
915,Jean Tirole,male,France,60,2014,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
832,Jean-Marie Gustave Le Clézio,male,France,60,2008,The Nobel Prize in Literature,68
268,Jean-Marie Lehn,male,France,60,1987,The Nobel Prize in Chemistry,48
637,Jean-Paul Sartre,male,France,60,1964,The Nobel Prize in Literature,59
931,Jean-Pierre Sauvage,male,France,60,2016,The Nobel Prize in Chemistry,72
938,Jeffrey C. Hall,male,USA,298,2017,The Nobel Prize in Physiology or Medicine,72
992,Jennifer A. Doudna,female,USA,298,2020,The Nobel Prize in Chemistry,56
289,Jens C. Skou,male,Denmark,12,1997,The Nobel Prize in Chemistry,79
138,Jerome I. Friedman,male,USA,298,1990,The Nobel Prize in Physics,60
263,Jerome Karle,male,USA,298,1985,The Nobel Prize in Chemistry,67
762,James Earl Carter,male,USA,298,2002,The Nobel Peace Prize,78
945,Joachim Frank,male,Germany,78,2017,The Nobel Prize in Chemistry,77
565,Jody Williams,female,USA,298,1997,The Nobel Peace Prize,47
1058,Joel Mokyr,male,the Netherlands,20,2025,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,79
270,Johann Deisenhofer,male,Germany,78,1988,The Nobel Prize in Chemistry,45
15,Johannes Diderik van der Waals,male,the Netherlands,20,1910,The Nobel Prize in Physics,73
316,Johannes Andreas Grib Fibiger,male,Denmark,12,1926,The Nobel Prize in Physiology or Medicine,59
24,Johannes Stark,male,Germany,78,1919,The Nobel Prize in Physics,45
614,Johannes Vilhelm Jensen,male,Denmark,12,1944,The Nobel Prize in Literature,71
756,John B. Fenn,male,USA,298,2002,The Nobel Prize in Chemistry,85
976,John B. Goodenough,male,Germany,78,2019,The Nobel Prize in Chemistry,97
66,John Bardeen,male,USA,298,1956,The Nobel Prize in Physics,48
66,John Bardeen,male,USA,298,1972,The Nobel Prize in Physics,64
711,John C. Harsanyi,male,Hungary,10,1994,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,74
227,John Cowdery Kendrew,male,United Kingdom,94,1962,The Nobel Prize in Chemistry,45
804,John C. Mather,male,USA,298,2006,The Nobel Prize in Physics,60
266,John C. Polanyi,male,Germany,78,1986,The Nobel Prize in Chemistry,57
1050,John Clarke,male,United Kingdom,94,2025,The Nobel Prize in Physics,83
1013,John F. Clauser,male,USA,298,2022,The Nobel Prize in Physics,80
56,Sir John Douglas Cockcroft,male,United Kingdom,94,1951,The Nobel Prize in Physics,54
247,John Warcup Cornforth,male,Australia,10,1975,The Nobel Prize in Chemistry,58
752,John E. Sulston,male,United Kingdom,94,2002,The Nobel Prize in Physiology or Medicine,60
288,John E. Walker,male,United Kingdom,94,1997,The Nobel Prize in Chemistry,56
356,John Franklin Enders,male,USA,298,1954,The Nobel Prize in Physiology or Medicine,57
712,John F. Nash Jr.,male,USA,298,1994,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,66
605,John Galsworthy,male,United Kingdom,94,1932,The Nobel Prize in Literature,65
205,John Howard Northrop,male,USA,298,1946,The Nobel Prize in Chemistry,55
109,John Hasbrouck Van Vleck,male,USA,298,1977,The Nobel Prize in Physics,78
566,John Hume,male,Northern Ireland,5,1998,The Nobel Peace Prize,61
1037,John J. Hopfield,male,USA,298,2024,The Nobel Prize in Physics,91
1041,John Jumper,male,USA,298,2024,The Nobel Prize in Chemistry,39
792,John L. Hall,male,USA,298,2005,The Nobel Prize in Physics,71
1052,John M. Martinis,male,NA,NA,2025,The Nobel Prize in Physics,67
314,John James Rickard Macleod,male,Scotland,11,1923,The Nobel Prize in Physiology or Medicine,47
903,John O'Keefe,male,USA,298,2014,The Nobel Prize in Physiology or Medicine,75
291,John A. Pople,male,United Kingdom,94,1998,The Nobel Prize in Chemistry,73
681,John R. Hicks,male,United Kingdom,94,1972,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,68
507,John Raleigh Mott,male,USA,298,1946,The Nobel Peace Prize,81
427,John R. Vane,male,United Kingdom,94,1982,The Nobel Prize in Physiology or Medicine,55
634,John Steinbeck,male,USA,298,1962,The Nobel Prize in Literature,60
1032,Jon Fosse,male,Norway,13,2023,The Nobel Prize in Literature,64
574,José Echegaray y Eizaguirre,male,Spain,7,1904,The Nobel Prize in Literature,72
563,José Ramos-Horta,male,East Timor,2,1996,The Nobel Peace Prize,47
675,José Saramago,male,Portugal,2,1998,The Nobel Prize in Literature,76
664,Joseph Brodsky,male,USSR,6,1987,The Nobel Prize in Literature,47
442,Joseph E. Murray,male,USA,298,1990,The Nobel Prize in Physiology or Medicine,71
746,Joseph E. Stiglitz,male,USA,298,2001,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,58
337,Joseph Erlanger,male,USA,298,1944,The Nobel Prize in Physiology or Medicine,70
144,Joseph H. Taylor Jr.,male,USA,298,1993,The Nobel Prize in Physics,52
433,Joseph L. Goldstein,male,USA,298,1985,The Nobel Prize in Physiology or Medicine,45
560,Joseph Rotblat,male,Russian Empire,16,1995,The Nobel Peace Prize,87
1008,Joshua D. Angrist,male,USA,298,2021,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
366,Joshua Lederberg,male,USA,298,1958,The Nobel Prize in Physiology or Medicine,33
934,Juan Manuel Santos,male,Colombia,2,2016,The Nobel Peace Prize,65
627,Juan Ramón Jiménez,male,Spain,7,1956,The Nobel Prize in Literature,75
862,Jules A. Hoffmann,male,Luxembourg,2,2011,The Nobel Prize in Physiology or Medicine,70
309,Jules Bordet,male,Belgium,8,1919,The Nobel Prize in Physiology or Medicine,49
85,Julian Schwinger,male,USA,298,1965,The Nobel Prize in Physics,47
396,Julius Axelrod,male,USA,298,1970,The Nobel Prize in Physiology or Medicine,58
317,Julius Wagner-Jauregg,male,Austria,15,1927,The Nobel Prize in Physiology or Medicine,70
131,K. Alexander Müller,male,Switzerland,19,1987,The Nobel Prize in Physics,60
743,K. Barry Sharpless,male,USA,298,2001,The Nobel Prize in Chemistry,60
743,K. Barry Sharpless,male,USA,298,2022,The Nobel Prize in Chemistry,81
120,Kai M. Siegbahn,male,Sweden,30,1981,The Nobel Prize in Physics,63
913,Kailash Satyarthi,male,India,10,2014,The Nobel Peace Prize,60
586,Karl Adolph Gjellerup,male,Denmark,12,1917,The Nobel Prize in Literature,60
321,Karl Landsteiner,male,Austrian Empire,4,1930,The Nobel Prize in Physiology or Medicine,62
400,Karl von Frisch,male,Austria,15,1973,The Nobel Prize in Physiology or Medicine,87
228,Karl Ziegler,male,Germany,78,1963,The Nobel Prize in Chemistry,65
278,Kary B. Mullis,male,USA,298,1993,The Nobel Prize in Chemistry,49
1024,Katalin Karikó,female,Hungary,10,2023,The Nobel Prize in Physiology or Medicine,68
947,Kazuo Ishiguro,male,Japan,27,2017,The Nobel Prize in Literature,63
386,Haldan Keffer Hartline,male,USA,298,1967,The Nobel Prize in Physiology or Medicine,64
257,Kenichi Fukui,male,Japan,27,1981,The Nobel Prize in Chemistry,63
121,Kenneth G. Wilson,male,USA,298,1982,The Nobel Prize in Physics,46
682,Kenneth J. Arrow,male,USA,298,1972,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,51
671,Kenzaburo Oe,male,Japan,27,1994,The Nobel Prize in Literature,59
725,Kim Dae-jung,male,Korea,2,2000,The Nobel Peace Prize,76
943,Kip S. Thorne,male,USA,298,2017,The Nobel Prize in Physics,77
473,Klas Pontus Arnoldson,male,Sweden,30,1908,The Nobel Peace Prize,64
1000,Klaus Hasselmann,male,Germany,78,2021,The Nobel Prize in Physics,90
126,Klaus von Klitzing,male,German-occupied Poland,1,1985,The Nobel Prize in Physics,42
589,Knut Pedersen Hamsun,male,Norway,13,1920,The Nobel Prize in Literature,61
749,Kofi Atta Annan,male,Gold Coast,1,2001,The Nobel Peace Prize,63
757,Koichi Tanaka,male,Japan,27,2002,The Nobel Prize in Chemistry,43
378,Konrad Bloch,male,Germany,78,1964,The Nobel Prize in Physiology or Medicine,52
401,Konrad Lorenz,male,Austria,15,1973,The Nobel Prize in Physiology or Medicine,70
850,Konstantin Novoselov,male,Russia,18,2010,The Nobel Prize in Physics,36
211,Kurt Alder,male,Prussia,13,1950,The Nobel Prize in Chemistry,48
758,Kurt Wüthrich,male,Switzerland,19,2002,The Nobel Prize in Chemistry,64
236,Lars Onsager,male,Norway,13,1968,The Nobel Prize in Chemistry,65
895,Lars Peter Hansen,male,USA,298,2013,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,61
1056,László Krasznahorkai,male,Hungary,10,2025,The Nobel Prize in Literature,71
21,William Lawrence Bragg,male,Australia,10,1915,The Nobel Prize in Physics,25
694,Lawrence R. Klein,male,USA,298,1980,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,60
531,Le Duc Tho ,male,Vietnam,1,1973,The Nobel Peace Prize,62
523,NA,NA,NA,NA,1963,The Nobel Peace Prize,NA
545,Lech Wałęsa,male,Poland,8,1983,The Nobel Peace Prize,40
735,Leland H. Hartwell,male,USA,298,2001,The Nobel Prize in Physiology or Medicine,62
97,Leo Esaki,male,Japan,27,1973,The Nobel Prize in Physics,48
484,Léon Victor Auguste Bourgeois,male,France,60,1920,The Nobel Peace Prize,69
512,Léon Jouhaux,male,France,60,1951,The Nobel Peace Prize,72
132,Leon M. Lederman,male,USA,298,1988,The Nobel Prize in Physics,66
95,Leon Neil Cooper,male,USA,298,1972,The Nobel Prize in Physics,42
820,Leonid Hurwicz,male,Russia,18,2007,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,90
686,Leonid Vitaliyevich Kantorovich,male,Russian Empire,16,1975,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,63
200,Leopold Ruzicka,male,Austria-Hungary,13,1939,The Nobel Prize in Chemistry,52
516,Lester Bowles Pearson,male,Canada,22,1957,The Nobel Peace Prize,60
77,Lev Davidovich Landau,male,Russian Empire,16,1962,The Nobel Prize in Physics,54
870,Leymah Gbowee,female,Liberia,2,2011,The Nobel Peace Prize,39
775,Linda B. Buck,female,USA,298,2004,The Nobel Prize in Physiology or Medicine,57
217,Linus Carl Pauling,male,USA,298,1954,The Nobel Prize in Chemistry,53
217,Linus Carl Pauling,male,USA,298,1962,The Nobel Peace Prize,61
855,Liu Xiaobo,male,China,11,2010,The Nobel Peace Prize,55
883,Lloyd S. Shapley,male,USA,298,2012,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,89
510,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,Scotland,11,1949,The Nobel Peace Prize,69
8,Lord Rayleigh (John William Strutt),male,United Kingdom,94,1904,The Nobel Prize in Physics,62
221,Lord (Alexander R.) Todd,male,Scotland,11,1957,The Nobel Prize in Chemistry,50
1030,Louis E. Brus,male,USA,298,2023,The Nobel Prize in Chemistry,80
36,Prince Louis-Victor Pierre Raymond de Broglie,male,France,60,1929,The Nobel Prize in Physics,37
459,Louis J. Ignarro,male,USA,298,1998,The Nobel Prize in Physiology or Medicine,57
92,Louis Eugène Félix Néel,male,France,60,1970,The Nobel Prize in Physics,66
472,Louis Renault,male,France,60,1907,The Nobel Peace Prize,64
993,Louise Glück,female,USA,298,2020,The Nobel Prize in Literature,77
825,Luc Montagnier,male,France,60,2008,The Nobel Prize in Physiology or Medicine,76
493,Ludwig Quidde,male,Germany,78,1927,The Nobel Peace Prize,69
607,Luigi Pirandello,male,Italy,18,1934,The Nobel Prize in Literature,67
89,Luis Walter Alvarez,male,USA,298,1968,The Nobel Prize in Physics,57
239,Luis F. Leloir,male,France,60,1970,The Nobel Prize in Chemistry,64
977,M. Stanley Whittingham,male,United Kingdom,94,2019,The Nobel Prize in Chemistry,78
536,Mairead Corrigan,female,Northern Ireland,5,1976,The Nobel Peace Prize,32
827,Makoto Kobayashi,male,Japan,27,2008,The Nobel Prize in Physics,64
914,Malala Yousafzai,female,Pakistan,1,2014,The Nobel Peace Prize,17
233,Manfred Eigen,male,Germany,78,1967,The Nobel Prize in Chemistry,40
29,Karl Manne Georg Siegbahn,male,Sweden,30,1924,The Nobel Prize in Physics,38
1057,Maria Corina Machado,female,Venezuela,2,2025,The Nobel Peace Prize,58
79,Maria Goeppert Mayer,female,Germany,78,1963,The Nobel Prize in Physics,57
1005,Maria Ressa,female,Philippines,1,2021,The Nobel Peace Prize,58
6,"Marie Curie, née Skłodowska",female,Russian Empire,16,1903,The Nobel Prize in Physics,36
6,"Marie Curie, née Skłodowska",female,Russian Empire,16,1911,The Nobel Prize in Chemistry,44
282,Mario J. Molina,male,Mexico,3,1995,The Nobel Prize in Chemistry,52
811,Mario R. Capecchi,male,Italy,18,2007,The Nobel Prize in Physiology or Medicine,70
854,Mario Vargas Llosa,male,Peru,1,2010,The Nobel Prize in Literature,74
390,Marshall W. Nirenberg,male,USA,298,1968,The Nobel Prize in Physiology or Medicine,41
830,Martin Chalfie,male,USA,298,2008,The Nobel Prize in Chemistry,61
889,Martin Karplus,male,Austria,15,2013,The Nobel Prize in Chemistry,83
147,Martin L. Perl,male,USA,298,1995,The Nobel Prize in Physics,68
524,Martin Luther King Jr.,male,USA,298,1964,The Nobel Peace Prize,35
451,Martin Rodbell,male,USA,298,1994,The Nobel Prize in Physiology or Medicine,69
100,Sir Martin Ryle,male,United Kingdom,94,1974,The Nobel Prize in Physics,56
159,Martinus J.G. Veltman,male,the Netherlands,20,1999,The Nobel Prize in Physics,68
833,Martti Ahtisaari,male,Finland,2,2008,The Nobel Peace Prize,71
1047,Mary E. Brunkow,female,USA,298,2025,The Nobel Prize in Physiology or Medicine,64
754,Masatoshi Koshiba,male,Japan,27,2002,The Nobel Prize in Physics,76
702,Maurice Allais,male,France,60,1988,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,77
581,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,male,Belgium,8,1911,The Nobel Prize in Literature,49
374,Maurice Hugh Frederick Wilkins,male,New Zealand,3,1962,The Nobel Prize in Physiology or Medicine,46
61,Max Born,male,Germany,78,1954,The Nobel Prize in Physics,72
391,Max Delbrück,male,Germany,78,1969,The Nobel Prize in Physiology or Medicine,63
226,Max Ferdinand Perutz,male,Austria,15,1962,The Nobel Prize in Chemistry,48
23,Max Karl Ernst Ludwig Planck,male,Schleswig,2,1918,The Nobel Prize in Physics,60
352,Max Theiler,male,South Africa,9,1951,The Nobel Prize in Physiology or Medicine,52
19,Max von Laue,male,Germany,78,1914,The Nobel Prize in Physics,35
904,May-Britt Moser,female,Norway,13,2014,The Nobel Prize in Physiology or Medicine,51
225,Melvin Calvin,male,USA,298,1961,The Nobel Prize in Chemistry,50
133,Melvin Schwartz,male,USA,298,1988,The Nobel Prize in Physics,56
1019,NA,NA,NA,NA,2022,The Nobel Peace Prize,NA
539,Menachem Begin,male,Russian Empire,16,1978,The Nobel Peace Prize,65
705,Merton H. Miller,male,USA,298,1990,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,67
986,Michael Houghton,male,United Kingdom,94,2020,The Nobel Prize in Physiology or Medicine,71
984,Michael Kremer,male,USA,298,2019,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,55
890,Michael Levitt,male,South Africa,9,2013,The Nobel Prize in Chemistry,66
939,Michael Rosbash,male,USA,298,2017,The Nobel Prize in Physiology or Medicine,73
432,Michael S. Brown,male,USA,298,1985,The Nobel Prize in Physiology or Medicine,44
279,Michael Smith,male,United Kingdom,94,1993,The Nobel Prize in Chemistry,61
940,Michael W. Young,male,USA,298,2017,The Nobel Prize in Physiology or Medicine,68
1051,Michel H. Devoret,male,France,60,2025,The Nobel Prize in Physics,72
974,Michel Mayor,male,Switzerland,19,2019,The Nobel Prize in Physics,77
641,Miguel Angel Asturias,male,Guatemala,2,1967,The Nobel Prize in Literature,68
552,Mikhail Sergeyevich Gorbachev,male,USSR,6,1990,The Nobel Peace Prize,59
638,Mikhail Aleksandrovich Sholokhov,male,Russia,18,1965,The Nobel Prize in Literature,60
688,Milton Friedman,male,USA,298,1976,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,64
880,Mo Yan,male,China,11,2012,The Nobel Prize in Literature,56
798,Mohamed ElBaradei,male,Egypt,5,2005,The Nobel Peace Prize,63
1016,Morten Meldal,male,Denmark,12,2022,The Nobel Prize in Chemistry,68
540,Mother Teresa,female,Ottoman Empire,2,1979,The Nobel Peace Prize,69
1029,Moungi G. Bawendi,male,France,60,2023,The Nobel Prize in Chemistry,62
809,Muhammad Yunus,male,British India,2,2006,The Nobel Peace Prize,66
90,Murray Gell-Mann,male,USA,298,1969,The Nobel Prize in Physics,40
718,Myron S. Scholes,male,Canada,22,1997,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,56
967,Nadia Murad Basee Taha,female,Iraq,1,2018,The Nobel Peace Prize,25
668,Nadine Gordimer,female,South Africa,9,1991,The Nobel Prize in Literature,68
665,Naguib Mahfouz,male,Egypt,5,1988,The Nobel Prize in Literature,77
503,NA,NA,NA,NA,1938,The Nobel Peace Prize,NA
1033,Narges Mohammadi,female,Iran,2,2023,The Nobel Peace Prize,51
495,Lars Olof Jonathan (Nathan) Söderblom,male,Sweden,30,1930,The Nobel Peace Prize,64
925,NA,NA,NA,NA,2015,The Nobel Peace Prize,NA
640,Nelly Sachs,female,Germany,78,1966,The Nobel Prize in Literature,75
555,Nelson Rolihlahla Mandela,male,South Africa,9,1993,The Nobel Peace Prize,75
497,Nicholas Murray Butler,male,USA,298,1931,The Nobel Peace Prize,69
118,Nicolaas Bloembergen,male,the Netherlands,20,1981,The Nobel Prize in Physics,61
82,Nicolay Gennadiyevich Basov,male,USSR,6,1964,The Nobel Prize in Physics,42
27,Niels Henrik David Bohr,male,Denmark,12,1922,The Nobel Prize in Physics,37
